amfi_code,date,nav
119551,2023-01-24,57.1087
119551,2023-01-25,56.5235
119551,2023-01-26,56.6259
119551,2023-01-27,56.2646
119551,2023-01-30,56.4108
119551,2023-01-31,57.1145
119551,2023-02-01,58.7767
119551,2023-02-02,57.4998
119551,2023-02-03,59.7394
119551,2023-02-06,57.6735
119551,2023-02-07,57.548
119551,2023-02-08,58.1894
119551,2023-02-09,58.516
119551,2023-02-10,57.8927
119551,2023-02-13,57.7079
119551,2023-02-14,57.2279
119551,2023-02-15,56.6526
119551,2023-02-16,57.5504
119551,2023-02-17,57.9522
119551,2023-02-20,57.2616
119551,2023-02-21,58.2207
119551,2023-02-22,58.5751
119551,2023-02-23,59.4647
119551,2023-02-24,60.1716
119551,2023-02-27,59.3072
119551,2023-02-28,58.7421
119551,2023-03-01,59.5649
119551,2023-03-02,60.2524
119551,2023-03-03,60.2632
119551,2023-03-06,60.424
119551,2023-03-07,61.8472
119551,2023-03-08,61.223
119551,2023-03-09,61.8599
119551,2023-03-10,61.6691
119551,2023-03-13,61.4617
119551,2023-03-14,62.7115
119551,2023-03-15,63.678
119551,2023-03-16,64.6459
119551,2023-03-17,66.2009
119551,2023-03-20,66.2627
119551,2023-03-21,67.1129
119551,2023-03-22,66.7753
119551,2023-03-23,67.2021
119551,2023-03-24,67.082
119551,2023-03-27,67.2364
119551,2023-03-28,67.994
119551,2023-03-29,67.0304
119551,2023-03-30,69.5922
119551,2023-03-31,68.3706
119551,2023-04-03,66.9144
119551,2023-04-04,68.3464
119551,2023-04-05,69.3583
119551,2023-04-06,70.1761
119551,2023-04-07,71.0087
119551,2023-04-10,71.0325
119551,2023-04-11,69.9248
119551,2023-04-12,70.059
119551,2023-04-13,69.244
119551,2023-04-14,70.4979
119551,2023-04-17,70.3504
119551,2023-04-18,69.3442
119551,2023-04-19,68.9816
119551,2023-04-20,69.5326
119551,2023-04-21,68.8657
119551,2023-04-24,67.8847
119551,2023-04-25,68.2202
119551,2023-04-26,68.5589
119551,2023-04-27,67.9714
119551,2023-04-28,67.4329
119551,2023-05-01,67.752
119551,2023-05-02,66.0236
119551,2023-05-03,64.3876
119551,2023-05-04,63.5908
119551,2023-05-05,63.3818
119551,2023-05-08,63.7717
119551,2023-05-09,65.5007
119551,2023-05-10,66.5482
119551,2023-05-11,66.3936
119551,2023-05-12,66.4078
119551,2023-05-15,65.2463
119551,2023-05-16,65.2608
119551,2023-05-17,64.958
119551,2023-05-18,65.3714
119551,2023-05-19,64.4343
119551,2023-05-22,65.0725
119551,2023-05-23,66.9039
119551,2023-05-24,66.8101
119551,2023-05-25,67.3303
119551,2023-05-26,68.2042
119551,2023-05-29,67.7495
119551,2023-05-30,68.0604
119551,2023-05-31,68.1136
119551,2023-06-01,68.2712
119551,2023-06-02,67.3592
119551,2023-06-05,67.4264
119551,2023-06-06,68.0682
119551,2023-06-07,69.884
119551,2023-06-08,71.1295
119551,2023-06-09,73.9258
119551,2023-06-12,72.9458
119551,2023-06-13,74.1317
119551,2023-06-14,74.4176
119551,2023-06-15,77.3922
119551,2023-06-16,76.3092
119551,2023-06-19,75.1982
119551,2023-06-20,74.4286
119551,2023-06-21,71.6245
119551,2023-06-22,70.9865
119551,2023-06-23,70.056
119551,2023-06-26,70.2845
119551,2023-06-27,70.7559
119551,2023-06-28,73.1848
119551,2023-06-29,74.4774
119551,2023-06-30,73.7454
119551,2023-07-03,72.5938
119551,2023-07-04,73.2769
119551,2023-07-05,71.5763
119551,2023-07-06,73.9756
119551,2023-07-07,75.5872
119551,2023-07-10,74.9909
119551,2023-07-11,72.7201
119551,2023-07-12,74.5327
119551,2023-07-13,74.4204
119551,2023-07-14,76.1199
119551,2023-07-17,73.9776
119551,2023-07-18,73.2205
119551,2023-07-19,73.2681
119551,2023-07-20,73.3708
119551,2023-07-21,72.8171
119551,2023-07-24,73.674
119551,2023-07-25,72.2991
119551,2023-07-26,72.154
119551,2023-07-27,72.3503
119551,2023-07-28,73.0605
119551,2023-07-31,74.0369
119551,2023-08-01,72.5792
119551,2023-08-02,70.6154
119551,2023-08-03,72.2786
119551,2023-08-04,72.7511
119551,2023-08-07,71.8114
119551,2023-08-08,73.8563
119551,2023-08-09,74.0511
119551,2023-08-10,75.6641
119551,2023-08-11,75.7981
119551,2023-08-14,78.6519
119551,2023-08-15,81.1807
119551,2023-08-16,80.862
119551,2023-08-17,82.321
119551,2023-08-18,83.3231
119551,2023-08-21,85.422
119551,2023-08-22,83.9858
119551,2023-08-23,85.0696
119551,2023-08-24,86.7376
119551,2023-08-25,84.0399
119551,2023-08-28,82.2967
119551,2023-08-29,79.3216
119551,2023-08-30,78.981
119551,2023-08-31,80.045
119551,2023-09-01,82.2541
119551,2023-09-04,82.4095
119551,2023-09-05,84.8711
119551,2023-09-06,82.8099
119551,2023-09-07,80.3169
119551,2023-09-08,80.2812
119551,2023-09-11,80.8808
119551,2023-09-12,80.8781
119551,2023-09-13,77.9132
119551,2023-09-14,77.8315
119551,2023-09-15,76.0473
119551,2023-09-18,77.0062
119551,2023-09-19,77.5571
119551,2023-09-20,76.2881
119551,2023-09-21,75.6249
119551,2023-09-22,74.225
119551,2023-09-25,74.1825
119551,2023-09-26,75.4991
119551,2023-09-27,74.2015
119551,2023-09-28,74.9159
119551,2023-09-29,74.2425
119551,2023-10-02,73.2242
119551,2023-10-03,73.1238
119551,2023-10-04,71.8018
119551,2023-10-05,71.1261
119551,2023-10-06,69.632
119551,2023-10-09,72.1333
119551,2023-10-10,72.2191
119551,2023-10-11,71.3496
119551,2023-10-12,71.6641
119551,2023-10-13,71.559
119551,2023-10-16,71.3141
119551,2023-10-17,72.1421
119551,2023-10-18,73.1659
119551,2023-10-19,72.5079
119551,2023-10-20,71.7966
119551,2023-10-23,71.481
119551,2023-10-24,68.559
119551,2023-10-25,66.7272
119551,2023-10-26,68.406
119551,2023-10-27,70.4695
119551,2023-10-30,70.1928
119551,2023-10-31,70.9602
119551,2023-11-01,71.3972
119551,2023-11-02,75.3937
119551,2023-11-03,76.9549
119551,2023-11-06,76.8205
119551,2023-11-07,75.5419
119551,2023-11-08,73.3995
119551,2023-11-09,73.7091
119551,2023-11-10,72.7465
119551,2023-11-13,70.9246
119551,2023-11-14,70.1385
119551,2023-11-15,68.8121
119551,2023-11-16,70.94
119551,2023-11-17,72.1052
119551,2023-11-20,72.1349
119551,2023-11-21,74.0966
119551,2023-11-22,74.2409
119551,2023-11-23,73.1312
119551,2023-11-24,75.1768
119551,2023-11-27,75.9478
119551,2023-11-28,74.5721
119551,2023-11-29,74.358
119551,2023-11-30,73.2273
119551,2023-12-01,71.4454
119551,2023-12-04,72.6761
119551,2023-12-05,75.2143
119551,2023-12-06,73.3627
119551,2023-12-07,74.1468
119551,2023-12-08,73.3197
119551,2023-12-11,72.7175
119551,2023-12-12,71.9825
119551,2023-12-13,70.903
119551,2023-12-14,71.0044
119551,2023-12-15,69.9818
119551,2023-12-18,70.3614
119551,2023-12-19,70.3368
119551,2023-12-20,70.0734
119551,2023-12-21,68.9676
119551,2023-12-22,68.2899
119551,2023-12-25,69.2564
119551,2023-12-26,69.9193
119551,2023-12-27,68.7278
119551,2023-12-28,68.8889
119551,2023-12-29,69.8589
119551,2024-01-01,67.7985
119551,2024-01-02,68.4993
119551,2024-01-03,67.7203
119551,2024-01-04,68.4535
119551,2024-01-05,67.551
119551,2024-01-08,65.394
119551,2024-01-09,63.5145
119551,2024-01-10,63.6048
119551,2024-01-11,63.9375
119551,2024-01-12,62.9322
119551,2024-01-15,63.6906
119551,2024-01-16,61.8212
119551,2024-01-17,61.782
119551,2024-01-18,60.4696
119551,2024-01-19,59.7937
119551,2024-01-22,59.8779
119551,2024-01-23,58.9838
119551,2024-01-24,58.6083
119551,2024-01-25,59.7024
119551,2024-01-26,59.1156
119551,2024-01-29,60.0377
119551,2024-01-30,58.8502
119551,2024-01-31,59.4442
119551,2024-02-01,61.0197
119551,2024-02-02,58.3388
119551,2024-02-05,57.5344
119551,2024-02-06,58.164
119551,2024-02-07,57.9837
119551,2024-02-08,58.4033
119551,2024-02-09,57.8008
119551,2024-02-12,57.923
119551,2024-02-13,57.7929
119551,2024-02-14,59.0398
119551,2024-02-15,59.343
119551,2024-02-16,59.7366
119551,2024-02-19,59.3269
119551,2024-02-20,58.8391
119551,2024-02-21,58.4137
119551,2024-02-22,58.8609
119551,2024-02-23,58.4476
119551,2024-02-26,58.7849
119551,2024-02-27,61.0136
119551,2024-02-28,62.0042
119551,2024-02-29,61.6748
119551,2024-03-01,63.0426
119551,2024-03-04,62.6145
119551,2024-03-05,60.3522
119551,2024-03-06,59.2906
119551,2024-03-07,57.327
119551,2024-03-08,56.9961
119551,2024-03-11,57.0467
119551,2024-03-12,58.7998
119551,2024-03-13,59.1785
119551,2024-03-14,58.978
119551,2024-03-15,59.8912
119551,2024-03-18,57.5408
119551,2024-03-19,57.8168
119551,2024-03-20,58.6512
119551,2024-03-21,57.1228
119551,2024-03-22,58.3305
119551,2024-03-25,58.7183
119551,2024-03-26,58.312
119551,2024-03-27,59.0086
119551,2024-03-28,61.4532
119551,2024-03-29,61.6885
119551,2024-04-01,61.9984
119551,2024-04-02,61.5202
119551,2024-04-03,60.6133
119551,2024-04-04,61.5529
119551,2024-04-05,60.6386
119551,2024-04-08,60.7504
119551,2024-04-09,60.2619
119551,2024-04-10,60.8149
119551,2024-04-11,61.2139
119551,2024-04-12,62.3912
119551,2024-04-15,61.853
119551,2024-04-16,61.5869
119551,2024-04-17,60.5361
119551,2024-04-18,60.0856
119551,2024-04-19,60.5271
119551,2024-04-22,61.3854
119551,2024-04-23,60.4006
119551,2024-04-24,61.3796
119551,2024-04-25,62.9115
119551,2024-04-26,63.4146
119551,2024-04-29,65.5921
119551,2024-04-30,64.715
119551,2024-05-01,63.3011
119551,2024-05-02,61.3095
119551,2024-05-03,62.9946
119551,2024-05-06,63.7716
119551,2024-05-07,63.7432
119551,2024-05-08,64.0998
119551,2024-05-09,62.8369
119551,2024-05-10,65.6381
119551,2024-05-13,65.8272
119551,2024-05-14,65.9934
119551,2024-05-15,66.8922
119551,2024-05-16,67.5085
119551,2024-05-17,67.8181
119551,2024-05-20,66.8908
119551,2024-05-21,67.4956
119551,2024-05-22,69.8196
119551,2024-05-23,71.5493
119551,2024-05-24,73.6409
119551,2024-05-27,73.0041
119551,2024-05-28,71.7443
119551,2024-05-29,71.6217
119551,2024-05-30,71.7333
119551,2024-05-31,73.186
119551,2024-06-03,70.9971
119551,2024-06-04,72.9912
119551,2024-06-05,72.8242
119551,2024-06-06,72.3051
119551,2024-06-07,71.028
119551,2024-06-10,68.9517
119551,2024-06-11,70.0117
119551,2024-06-12,70.143
119551,2024-06-13,68.5533
119551,2024-06-14,66.9933
119551,2024-06-17,66.6256
119551,2024-06-18,68.6642
119551,2024-06-19,68.3815
119551,2024-06-20,66.5693
119551,2024-06-21,66.3118
119551,2024-06-24,66.0231
119551,2024-06-25,62.8548
119551,2024-06-26,62.8283
119551,2024-06-27,62.602
119551,2024-06-28,63.4213
119551,2024-07-01,65.5673
119551,2024-07-02,66.9333
119551,2024-07-03,66.6465
119551,2024-07-04,65.3561
119551,2024-07-05,68.4198
119551,2024-07-08,68.5307
119551,2024-07-09,68.586
119551,2024-07-10,68.5943
119551,2024-07-11,68.877
119551,2024-07-12,68.7363
119551,2024-07-15,68.0647
119551,2024-07-16,67.4325
119551,2024-07-17,67.4302
119551,2024-07-18,66.8081
119551,2024-07-19,65.988
119551,2024-07-22,66.151
119551,2024-07-23,65.8842
119551,2024-07-24,67.7044
119551,2024-07-25,64.5113
119551,2024-07-26,65.8146
119551,2024-07-29,67.3274
119551,2024-07-30,64.8521
119551,2024-07-31,64.4881
119551,2024-08-01,64.0927
119551,2024-08-02,62.5045
119551,2024-08-05,61.6642
119551,2024-08-06,60.4657
119551,2024-08-07,62.4065
119551,2024-08-08,63.4922
119551,2024-08-09,64.9807
119551,2024-08-12,65.8609
119551,2024-08-13,64.559
119551,2024-08-14,63.9853
119551,2024-08-15,64.5845
119551,2024-08-16,63.1996
119551,2024-08-19,64.0458
119551,2024-08-20,63.8044
119551,2024-08-21,63.4093
119551,2024-08-22,64.256
119551,2024-08-23,64.8056
119551,2024-08-26,64.4205
119551,2024-08-27,65.8006
119551,2024-08-28,64.5568
119551,2024-08-29,65.3083
119551,2024-08-30,66.0419
119551,2024-09-02,65.7106
119551,2024-09-03,66.1328
119551,2024-09-04,64.6802
119551,2024-09-05,65.792
119551,2024-09-06,65.6096
119551,2024-09-09,65.0287
119551,2024-09-10,66.2927
119551,2024-09-11,65.4891
119551,2024-09-12,63.8651
119551,2024-09-13,62.1112
119551,2024-09-16,62.8232
119551,2024-09-17,61.4102
119551,2024-09-18,63.384
119551,2024-09-19,61.0439
119551,2024-09-20,62.9419
119551,2024-09-23,63.2159
119551,2024-09-24,63.141
119551,2024-09-25,62.5567
119551,2024-09-26,63.0409
119551,2024-09-27,63.0332
119551,2024-09-30,64.3201
119551,2024-10-01,64.488
119551,2024-10-02,64.6983
119551,2024-10-03,64.3108
119551,2024-10-04,64.2806
119551,2024-10-07,64.6725
119551,2024-10-08,62.7176
119551,2024-10-09,61.2305
119551,2024-10-10,62.0837
119551,2024-10-11,62.3091
119551,2024-10-14,62.1374
119551,2024-10-15,62.1925
119551,2024-10-16,62.6162
119551,2024-10-17,62.0426
119551,2024-10-18,61.2079
119551,2024-10-21,61.4577
119551,2024-10-22,60.4095
119551,2024-10-23,60.887
119551,2024-10-24,59.0548
119551,2024-10-25,60.1816
119551,2024-10-28,60.727
119551,2024-10-29,61.0406
119551,2024-10-30,62.1542
119551,2024-10-31,64.052
119551,2024-11-01,65.2571
119551,2024-11-04,63.131
119551,2024-11-05,61.7121
119551,2024-11-06,61.0523
119551,2024-11-07,61.1149
119551,2024-11-08,61.7183
119551,2024-11-11,60.9463
119551,2024-11-12,61.1851
119551,2024-11-13,60.3871
119551,2024-11-14,59.756
119551,2024-11-15,58.2762
119551,2024-11-18,57.3401
119551,2024-11-19,55.9768
119551,2024-11-20,55.0247
119551,2024-11-21,56.0988
119551,2024-11-22,55.1713
119551,2024-11-25,57.8161
119551,2024-11-26,58.3616
119551,2024-11-27,58.5882
119551,2024-11-28,57.7156
119551,2024-11-29,58.4752
119551,2024-12-02,57.9018
119551,2024-12-03,58.0611
119551,2024-12-04,60.7689
119551,2024-12-05,60.6976
119551,2024-12-06,61.9869
119551,2024-12-09,61.2368
119551,2024-12-10,61.2323
119551,2024-12-11,63.218
119551,2024-12-12,62.5397
119551,2024-12-13,64.6147
119551,2024-12-16,65.4738
119551,2024-12-17,64.8473
119551,2024-12-18,65.6215
119551,2024-12-19,66.8067
119551,2024-12-20,67.5916
119551,2024-12-23,65.7187
119551,2024-12-24,64.8951
119551,2024-12-25,64.642
119551,2024-12-26,64.5913
119551,2024-12-27,65.3488
119551,2024-12-30,65.5941
119551,2024-12-31,64.0539
119551,2025-01-01,64.5279
119551,2025-01-02,65.2729
119551,2025-01-03,65.9669
119551,2025-01-06,67.2869
119551,2025-01-07,68.3343
119551,2025-01-08,68.937
119551,2025-01-09,68.8883
119551,2025-01-10,66.867
119551,2025-01-13,67.4212
119551,2025-01-14,67.7107
119551,2025-01-15,68.0793
119551,2025-01-16,66.5526
119551,2025-01-17,65.2945
119551,2025-01-20,66.5685
119551,2025-01-21,66.5581
119551,2025-01-22,67.4116
119551,2025-01-23,67.4834
119551,2025-01-24,67.557
119551,2025-01-27,68.7355
119551,2025-01-28,68.1352
119551,2025-01-29,68.291
119551,2025-01-30,67.7607
119551,2025-01-31,67.2684
119551,2025-02-03,66.9314
119551,2025-02-04,67.2362
119551,2025-02-05,66.6941
119551,2025-02-06,68.2387
119551,2025-02-07,67.1778
119551,2025-02-10,66.9891
119551,2025-02-11,66.4961
119551,2025-02-12,68.265
119551,2025-02-13,68.5445
119551,2025-02-14,69.8556
119551,2025-02-17,68.0265
119551,2025-02-18,68.3913
119551,2025-02-19,69.5244
119551,2025-02-20,69.666
119551,2025-02-21,71.0408
119551,2025-02-24,70.4188
119551,2025-02-25,72.2444
119551,2025-02-26,75.274
119551,2025-02-27,74.8242
119551,2025-02-28,74.2657
119551,2025-03-03,76.2498
119551,2025-03-04,78.4602
119551,2025-03-05,77.7653
119551,2025-03-06,77.2204
119551,2025-03-07,76.8716
119551,2025-03-10,75.054
119551,2025-03-11,73.8546
119551,2025-03-12,72.5608
119551,2025-03-13,71.5983
119551,2025-03-14,71.5933
119551,2025-03-17,71.9349
119551,2025-03-18,73.9825
119551,2025-03-19,72.6941
119551,2025-03-20,74.0225
119551,2025-03-21,73.7785
119551,2025-03-24,73.7538
119551,2025-03-25,74.6907
119551,2025-03-26,73.2227
119551,2025-03-27,73.7674
119551,2025-03-28,74.0294
119551,2025-03-31,74.7268
119551,2025-04-01,75.1572
119551,2025-04-02,78.5206
119551,2025-04-03,77.6628
119551,2025-04-04,76.9637
119551,2025-04-07,76.1432
119551,2025-04-08,75.4242
119551,2025-04-09,74.6007
119551,2025-04-10,76.2388
119551,2025-04-11,78.2305
119551,2025-04-14,77.4703
119551,2025-04-15,76.3526
119551,2025-04-16,77.0429
119551,2025-04-17,76.3199
119551,2025-04-18,77.2318
119551,2025-04-21,77.5568
119551,2025-04-22,75.4839
119551,2025-04-23,77.6284
119551,2025-04-24,80.181
119551,2025-04-25,79.3411
119551,2025-04-28,78.8315
119551,2025-04-29,79.2809
119551,2025-04-30,79.8023
119551,2025-05-01,80.7926
119551,2025-05-02,83.7608
119551,2025-05-05,83.5406
119551,2025-05-06,82.3865
119551,2025-05-07,80.3868
119551,2025-05-08,79.3739
119551,2025-05-09,79.3706
119551,2025-05-12,81.9786
119551,2025-05-13,81.2603
119551,2025-05-14,81.6328
119551,2025-05-15,81.654
119551,2025-05-16,83.446
119551,2025-05-19,87.2879
119551,2025-05-20,86.5023
119551,2025-05-21,85.7883
119551,2025-05-22,87.4484
119551,2025-05-23,88.5703
119551,2025-05-26,91.5636
119551,2025-05-27,92.5769
119551,2025-05-28,92.0296
119551,2025-05-29,93.0592
119551,2025-05-30,94.968
119551,2025-06-02,96.4233
119551,2025-06-03,97.3573
119551,2025-06-04,99.2807
119551,2025-06-05,101.4255
119551,2025-06-06,104.0052
119551,2025-06-09,105.2774
119551,2025-06-10,105.0192
119551,2025-06-11,105.3549
119551,2025-06-12,107.7014
119551,2025-06-13,106.1775
119551,2025-06-16,106.9411
119551,2025-06-17,106.2434
119551,2025-06-18,106.3573
119551,2025-06-19,108.8639
119551,2025-06-20,109.2989
119551,2025-06-23,109.451
119551,2025-06-24,106.8327
119551,2025-06-25,108.3271
119551,2025-06-26,109.6459
119551,2025-06-27,113.9763
119551,2025-06-30,113.4082
119551,2025-07-01,113.9185
119551,2025-07-02,114.4932
119551,2025-07-03,117.8077
119551,2025-07-04,117.6711
119551,2025-07-07,118.3275
119551,2025-07-08,119.688
119551,2025-07-09,120.1565
119551,2025-07-10,119.2577
119551,2025-07-11,119.7406
119551,2025-07-14,122.1211
119551,2025-07-15,119.9325
119551,2025-07-16,120.2862
119551,2025-07-17,118.8371
119551,2025-07-18,121.4594
119551,2025-07-21,118.1968
119551,2025-07-22,117.0734
119551,2025-07-23,117.9333
119551,2025-07-24,121.3221
119551,2025-07-25,121.2459
119551,2025-07-28,120.1016
119551,2025-07-29,124.2351
119551,2025-07-30,121.066
119551,2025-07-31,116.3416
119551,2025-08-01,117.3277
119551,2025-08-04,116.3326
119551,2025-08-05,114.2588
119551,2025-08-06,115.7791
