investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV000002,2023-12-24,119598,SIP,1000,Tamil Nadu,Chennai,T30,56+,Male,4.1,Mandate,Verified
INV000002,2022-07-30,120586,SIP,1000,Tamil Nadu,Chennai,T30,56+,Male,4.1,Mandate,Verified
INV000002,2025-05-11,120465,SIP,2000,Tamil Nadu,Chennai,T30,56+,Male,4.1,UPI,Verified
INV000003,2022-09-15,119270,SIP,5000,Gujarat,Ahmedabad,T30,26-35,Female,5.3,Cheque,Verified
INV000003,2022-12-06,119270,SIP,5000,Gujarat,Ahmedabad,T30,26-35,Female,5.3,Net Banking,Verified
INV000003,2024-04-08,118550,SIP,25000,Gujarat,Ahmedabad,T30,26-35,Female,5.3,Mandate,Verified
INV000003,2022-09-14,120716,SIP,2000,Gujarat,Ahmedabad,T30,26-35,Male,5.3,UPI,Verified
INV000003,2025-12-25,120760,SIP,1000,Gujarat,Ahmedabad,T30,26-35,Male,5.3,Mandate,Verified
INV000003,2024-02-13,120045,SIP,5000,Gujarat,Ahmedabad,T30,26-35,Female,5.3,Net Banking,Verified
INV000003,2026-03-29,118560,Redemption,100000,Gujarat,Ahmedabad,T30,26-35,Female,5.3,Mandate,Verified
INV000003,2024-06-17,118650,SIP,5000,Gujarat,Ahmedabad,T30,26-35,Male,5.3,UPI,Verified
INV000003,2025-04-12,120586,SIP,5000,Gujarat,Ahmedabad,T30,26-35,Male,5.3,Net Banking,Verified
INV000003,2023-01-26,119350,Lumpsum,100000,Gujarat,Ahmedabad,T30,26-35,Male,5.3,Mandate,Verified
INV000003,2025-07-02,120716,SIP,1000,Gujarat,Ahmedabad,T30,26-35,Male,5.3,UPI,Verified
INV000003,2022-10-04,119598,SIP,25000,Gujarat,Ahmedabad,T30,26-35,Female,5.3,Net Banking,Verified
INV000003,2023-06-24,118632,Redemption,100000,Gujarat,Ahmedabad,T30,26-35,Female,5.3,Mandate,Verified
INV000003,2025-05-11,118650,Lumpsum,50000,Gujarat,Ahmedabad,T30,26-35,Female,5.3,UPI,Verified
INV000003,2025-10-06,118550,SIP,5000,Gujarat,Ahmedabad,T30,26-35,Female,5.3,Net Banking,Verified
INV000003,2025-01-12,120847,SIP,2500,Gujarat,Ahmedabad,T30,26-35,Male,5.3,Mandate,Verified
INV000003,2025-11-01,120847,Lumpsum,200000,Gujarat,Ahmedabad,T30,26-35,Male,5.3,Mandate,Verified
INV000003,2023-10-29,120841,Lumpsum,100000,Gujarat,Ahmedabad,T30,26-35,Female,5.3,Net Banking,Verified
INV000004,2024-10-23,120900,SIP,2000,Delhi,Gurugram,T30,36-45,Female,24.5,Net Banking,Verified
INV000004,2022-05-13,120847,SIP,10000,Delhi,Gurugram,T30,36-45,Female,24.5,Mandate,Verified
INV000004,2024-04-04,120503,Lumpsum,25000,Delhi,Gurugram,T30,36-45,Female,24.5,UPI,Verified
INV000004,2024-02-04,119270,SIP,5000,Delhi,Gurugram,T30,36-45,Female,24.5,UPI,Verified
INV000004,2023-03-01,118989,Lumpsum,10000,Delhi,Gurugram,T30,36-45,Male,24.5,UPI,Verified
INV000004,2024-08-10,119598,Redemption,5000,Delhi,Gurugram,T30,36-45,Female,24.5,UPI,Verified
INV000004,2024-02-10,120200,SIP,500,Delhi,Gurugram,T30,36-45,Male,24.5,Mandate,Verified
INV000004,2023-09-06,119440,SIP,25000,Delhi,Gurugram,T30,36-45,Male,24.5,Net Banking,Verified
INV000004,2022-08-09,119830,Lumpsum,50000,Delhi,Gurugram,T30,36-45,Female,24.5,UPI,Verified
INV000004,2025-06-21,120125,Redemption,25000,Delhi,Gurugram,T30,36-45,Male,24.5,Net Banking,Verified
INV000004,2025-01-21,120900,Redemption,5000,Delhi,Gurugram,T30,36-45,Male,24.5,UPI,Verified
INV000004,2023-08-26,119830,Redemption,25000,Delhi,Gurugram,T30,36-45,Female,24.5,Mandate,Verified
INV000004,2025-03-26,118834,SIP,10000,Delhi,Gurugram,T30,36-45,Male,24.5,Net Banking,Verified
INV000004,2024-11-13,118550,Lumpsum,100000,Delhi,Gurugram,T30,36-45,Male,24.5,UPI,Verified
INV000004,2022-04-02,120847,Redemption,5000,Delhi,Gurugram,T30,36-45,Female,24.5,Net Banking,Verified
INV000004,2024-02-11,125354,SIP,10000,Delhi,Gurugram,T30,36-45,Female,24.5,Mandate,Verified
INV000004,2026-05-13,118901,Lumpsum,100000,Delhi,Gurugram,T30,36-45,Female,24.5,Net Banking,Verified
INV000004,2026-03-27,119775,SIP,25000,Delhi,Gurugram,T30,36-45,Male,24.5,UPI,Verified
INV000004,2022-08-08,120586,SIP,2000,Delhi,Gurugram,T30,36-45,Male,24.5,Mandate,Verified
INV000004,2023-12-07,118721,Lumpsum,25000,Delhi,Gurugram,T30,36-45,Male,24.5,UPI,Verified
INV000004,2025-04-14,120760,SIP,1000,Delhi,Gurugram,T30,36-45,Male,24.5,UPI,Verified
INV000005,2026-04-17,120716,SIP,1000,Gujarat,Surat,T30,26-35,Male,34.1,Net Banking,Verified
INV000005,2022-06-24,118650,SIP,1000,Gujarat,Surat,T30,26-35,Female,34.1,Net Banking,Verified
INV000006,2022-09-23,118834,SIP,2500,Rajasthan,Jaipur,T30,56+,Male,22.3,Mandate,Verified
INV000006,2024-09-29,118721,SIP,25000,Rajasthan,Jaipur,T30,56+,Male,22.3,Mandate,Verified
INV000006,2025-01-19,119660,SIP,500,Rajasthan,Jaipur,T30,56+,Male,22.3,Mandate,Verified
INV000006,2025-01-23,120310,Lumpsum,50000,Rajasthan,Jaipur,T30,56+,Male,22.3,UPI,Verified
INV000006,2024-03-20,120716,SIP,5000,Rajasthan,Jaipur,T30,56+,Male,22.3,UPI,Verified
INV000006,2023-05-18,120716,SIP,2500,Rajasthan,Jaipur,T30,56+,Female,22.3,UPI,Verified
INV000006,2022-12-31,125354,Lumpsum,100000,Rajasthan,Jaipur,T30,56+,Female,22.3,Net Banking,Verified
INV000006,2025-08-27,120200,SIP,2000,Rajasthan,Jaipur,T30,56+,Male,22.3,Mandate,Verified
INV000006,2024-11-01,119660,SIP,5000,Rajasthan,Jaipur,T30,56+,Male,22.3,Net Banking,Verified
INV000006,2022-03-01,119092,SIP,500,Rajasthan,Jaipur,T30,56+,Male,22.3,UPI,Verified
INV000006,2022-03-28,120465,SIP,10000,Rajasthan,Jaipur,T30,56+,Female,22.3,Net Banking,Verified
INV000006,2022-08-18,118430,SIP,10000,Rajasthan,Jaipur,T30,56+,Female,22.3,UPI,Verified
INV000006,2023-06-03,119551,Lumpsum,200000,Rajasthan,Jaipur,T30,56+,Female,22.3,Mandate,Verified
INV000006,2024-04-23,118834,SIP,25000,Rajasthan,Jaipur,T30,56+,Female,22.3,UPI,Verified
INV000006,2024-05-29,118632,SIP,10000,Rajasthan,Jaipur,T30,56+,Female,22.3,UPI,Verified
INV000006,2022-02-26,118834,Lumpsum,50000,Rajasthan,Jaipur,T30,56+,Female,22.3,Net Banking,Verified
INV000006,2026-02-11,118650,SIP,1000,Rajasthan,Jaipur,T30,56+,Male,22.3,Net Banking,Verified
INV000006,2024-11-15,122639,SIP,10000,Rajasthan,Jaipur,T30,56+,Male,22.3,UPI,Pending
INV000006,2024-03-03,120594,SIP,2000,Rajasthan,Jaipur,T30,56+,Male,22.3,Net Banking,Verified
INV000006,2025-10-22,120503,Lumpsum,10000,Rajasthan,Jaipur,T30,56+,Male,22.3,UPI,Verified
INV000006,2025-10-20,118632,Lumpsum,50000,Rajasthan,Jaipur,T30,56+,Female,22.3,UPI,Verified
INV000007,2023-01-12,122639,SIP,1000,Gujarat,Surat,T30,26-35,Male,27.1,Cheque,Verified
INV000007,2025-07-16,119775,Lumpsum,25000,Gujarat,Surat,T30,26-35,Female,27.1,UPI,Verified
INV000007,2022-09-24,119092,SIP,2000,Gujarat,Surat,T30,26-35,Male,27.1,Mandate,Verified
INV000007,2023-06-26,118560,SIP,2000,Gujarat,Surat,T30,26-35,Male,27.1,Mandate,Pending
INV000007,2024-08-10,119092,SIP,25000,Gujarat,Surat,T30,26-35,Male,27.1,Mandate,Verified
INV000007,2024-07-24,118770,SIP,1000,Gujarat,Surat,T30,26-35,Male,27.1,Net Banking,Verified
INV000007,2024-06-19,119100,Lumpsum,25000,Gujarat,Surat,T30,26-35,Male,27.1,UPI,Pending
INV000007,2025-02-20,118560,SIP,500,Gujarat,Surat,T30,26-35,Male,27.1,Net Banking,Verified
INV000007,2026-02-25,119440,SIP,2000,Gujarat,Surat,T30,26-35,Female,27.1,Cheque,Pending
INV000008,2022-10-18,120847,Lumpsum,10000,Uttar Pradesh,Kanpur,B30,56+,Male,23.1,Net Banking,Verified
INV000008,2024-04-26,118721,SIP,1000,Uttar Pradesh,Kanpur,B30,56+,Male,23.1,Net Banking,Verified
INV000008,2024-11-02,118834,SIP,10000,Uttar Pradesh,Kanpur,B30,56+,Male,23.1,UPI,Verified
INV000008,2023-11-16,120716,SIP,10000,Uttar Pradesh,Kanpur,B30,56+,Male,23.1,UPI,Verified
INV000008,2025-09-10,120045,SIP,500,Uttar Pradesh,Kanpur,B30,56+,Female,23.1,UPI,Verified
INV000009,2025-07-19,118632,SIP,1000,Uttar Pradesh,Lucknow,B30,46-55,Female,27.2,Mandate,Pending
INV000009,2025-02-15,119350,SIP,2000,Uttar Pradesh,Lucknow,B30,46-55,Female,27.2,UPI,Verified
INV000009,2023-03-10,119270,SIP,2000,Uttar Pradesh,Lucknow,B30,46-55,Male,27.2,Net Banking,Verified
INV000009,2024-06-08,118650,Lumpsum,10000,Uttar Pradesh,Lucknow,B30,46-55,Male,27.2,UPI,Verified
INV000009,2023-03-18,120125,SIP,500,Uttar Pradesh,Lucknow,B30,46-55,Male,27.2,Mandate,Verified
INV000009,2026-03-06,120900,SIP,1000,Uttar Pradesh,Lucknow,B30,46-55,Female,27.2,Mandate,Verified
INV000009,2025-01-23,119350,SIP,500,Uttar Pradesh,Lucknow,B30,46-55,Male,27.2,UPI,Verified
INV000009,2024-02-26,120716,SIP,2000,Uttar Pradesh,Lucknow,B30,46-55,Female,27.2,UPI,Verified
INV000009,2022-07-25,119350,SIP,2500,Uttar Pradesh,Lucknow,B30,46-55,Female,27.2,UPI,Verified
INV000009,2025-01-30,120760,SIP,2500,Uttar Pradesh,Lucknow,B30,46-55,Male,27.2,UPI,Verified
INV000009,2024-09-28,120125,SIP,2000,Uttar Pradesh,Lucknow,B30,46-55,Male,27.2,UPI,Verified
INV000009,2024-01-08,119775,SIP,2000,Uttar Pradesh,Lucknow,B30,46-55,Male,27.2,Net Banking,Verified
INV000009,2022-12-07,120847,Lumpsum,500000,Uttar Pradesh,Lucknow,B30,46-55,Female,27.2,Mandate,Verified
INV000009,2024-08-30,120847,SIP,2000,Uttar Pradesh,Lucknow,B30,46-55,Female,27.2,UPI,Verified
INV000009,2025-10-18,119092,Lumpsum,500000,Uttar Pradesh,Lucknow,B30,46-55,Male,27.2,Mandate,Verified
INV000009,2022-04-08,119100,SIP,5000,Uttar Pradesh,Lucknow,B30,46-55,Male,27.2,UPI,Verified
INV000010,2024-05-10,119660,Lumpsum,100000,Madhya Pradesh,Indore,B30,26-35,Male,10.9,UPI,Verified
INV000010,2024-11-28,118430,SIP,10000,Madhya Pradesh,Indore,B30,26-35,Female,10.9,Mandate,Verified
INV000010,2022-08-03,118825,SIP,5000,Madhya Pradesh,Indore,B30,26-35,Male,10.9,Net Banking,Verified
INV000010,2023-07-06,118901,SIP,500,Madhya Pradesh,Indore,B30,26-35,Female,10.9,Mandate,Verified
INV000010,2025-07-12,119830,SIP,500,Madhya Pradesh,Indore,B30,26-35,Male,10.9,Mandate,Verified
INV000010,2024-04-04,118721,SIP,500,Madhya Pradesh,Indore,B30,26-35,Male,10.9,UPI,Verified
INV000010,2024-04-11,119830,SIP,5000,Madhya Pradesh,Indore,B30,26-35,Male,10.9,UPI,Pending
INV000010,2022-11-08,119100,Lumpsum,200000,Madhya Pradesh,Indore,B30,26-35,Female,10.9,Net Banking,Verified
INV000011,2023-04-15,120310,Redemption,100000,Tamil Nadu,Coimbatore,B30,18-25,Male,15.3,UPI,Verified
INV000011,2022-03-29,122639,SIP,25000,Tamil Nadu,Coimbatore,B30,18-25,Male,15.3,Mandate,Verified
INV000011,2023-11-23,119598,SIP,1000,Tamil Nadu,Coimbatore,B30,18-25,Female,15.3,UPI,Verified
INV000011,2025-07-28,120841,SIP,25000,Tamil Nadu,Coimbatore,B30,18-25,Male,15.3,UPI,Verified
INV000011,2023-10-15,120716,SIP,25000,Tamil Nadu,Coimbatore,B30,18-25,Male,15.3,Mandate,Pending
INV000011,2022-01-11,120716,Lumpsum,100000,Tamil Nadu,Coimbatore,B30,18-25,Male,15.3,Mandate,Pending
INV000011,2024-11-03,119830,Lumpsum,100000,Tamil Nadu,Coimbatore,B30,18-25,Female,15.3,UPI,Pending
INV000011,2023-03-20,119660,Lumpsum,200000,Tamil Nadu,Coimbatore,B30,18-25,Male,15.3,UPI,Verified
INV000011,2022-07-25,122639,Redemption,50000,Tamil Nadu,Coimbatore,B30,18-25,Female,15.3,Net Banking,Pending
INV000011,2023-05-27,118721,Lumpsum,200000,Tamil Nadu,Coimbatore,B30,18-25,Female,15.3,UPI,Pending
INV000011,2022-12-25,118430,SIP,25000,Tamil Nadu,Coimbatore,B30,18-25,Male,15.3,Mandate,Pending
INV000012,2023-01-29,120586,SIP,1000,Pune,Pune,T30,36-45,Female,28.4,UPI,Verified
INV000012,2024-07-12,118632,Redemption,50000,Pune,Pune,T30,36-45,Female,28.4,Mandate,Verified
INV000012,2024-05-03,119775,SIP,25000,Pune,Pune,T30,36-45,Female,28.4,UPI,Verified
INV000012,2026-04-01,120045,SIP,5000,Pune,Pune,T30,36-45,Female,28.4,Net Banking,Verified
INV000012,2024-10-26,119830,Redemption,10000,Pune,Pune,T30,36-45,Male,28.4,Net Banking,Verified
INV000012,2024-09-09,120125,SIP,2000,Pune,Pune,T30,36-45,Male,28.4,UPI,Pending
INV000012,2023-12-24,120310,SIP,25000,Pune,Pune,T30,36-45,Female,28.4,UPI,Verified
INV000012,2023-10-04,119775,Lumpsum,100000,Pune,Pune,T30,36-45,Female,28.4,UPI,Verified
INV000012,2022-12-04,119660,Lumpsum,10000,Pune,Pune,T30,36-45,Male,28.4,UPI,Verified
INV000012,2023-09-24,118560,Lumpsum,100000,Pune,Pune,T30,36-45,Female,28.4,Net Banking,Verified
INV000012,2025-01-16,118650,Lumpsum,10000,Pune,Pune,T30,36-45,Male,28.4,UPI,Verified
INV000012,2022-07-05,118721,SIP,25000,Pune,Pune,T30,36-45,Female,28.4,Net Banking,Verified
INV000012,2025-01-18,119092,SIP,500,Pune,Pune,T30,36-45,Female,28.4,Cheque,Verified
INV000013,2026-03-20,118560,Lumpsum,10000,Pune,Pune,T30,46-55,Female,21.6,UPI,Verified
INV000013,2025-06-20,118989,SIP,2000,Pune,Pune,T30,46-55,Female,21.6,UPI,Verified
INV000013,2023-10-29,119440,Redemption,25000,Pune,Pune,T30,46-55,Male,21.6,Net Banking,Verified
INV000013,2026-05-10,118550,SIP,10000,Pune,Pune,T30,46-55,Female,21.6,UPI,Verified
INV000013,2024-03-31,118632,Lumpsum,25000,Pune,Pune,T30,46-55,Male,21.6,UPI,Verified
INV000013,2026-01-25,120760,SIP,25000,Pune,Pune,T30,46-55,Male,21.6,Mandate,Verified
INV000013,2026-01-18,122639,SIP,2000,Pune,Pune,T30,46-55,Male,21.6,UPI,Verified
INV000013,2022-10-06,120716,Lumpsum,100000,Pune,Pune,T30,46-55,Female,21.6,Mandate,Verified
INV000013,2026-02-20,118770,Lumpsum,500000,Pune,Pune,T30,46-55,Male,21.6,UPI,Verified
INV000013,2022-09-20,120465,SIP,2500,Pune,Pune,T30,46-55,Male,21.6,UPI,Verified
INV000013,2026-04-07,118560,SIP,500,Pune,Pune,T30,46-55,Female,21.6,Net Banking,Verified
INV000013,2024-11-12,120594,Lumpsum,25000,Pune,Pune,T30,46-55,Male,21.6,Net Banking,Verified
INV000013,2022-05-22,119270,SIP,500,Pune,Pune,T30,46-55,Female,21.6,UPI,Verified
INV000013,2025-01-05,122639,SIP,10000,Pune,Pune,T30,46-55,Male,21.6,UPI,Verified
INV000013,2025-11-07,120716,Lumpsum,25000,Pune,Pune,T30,46-55,Female,21.6,UPI,Verified
INV000013,2025-02-23,118430,Lumpsum,25000,Pune,Pune,T30,46-55,Male,21.6,UPI,Pending
INV000013,2024-12-24,118632,SIP,1000,Pune,Pune,T30,46-55,Female,21.6,Net Banking,Verified
INV000013,2022-08-01,119660,SIP,1000,Pune,Pune,T30,46-55,Female,21.6,Net Banking,Verified
INV000013,2023-09-14,122639,SIP,500,Pune,Pune,T30,46-55,Female,21.6,UPI,Verified
INV000014,2022-11-28,125354,Redemption,25000,West Bengal,Kolkata,T30,36-45,Female,6.5,UPI,Verified
INV000014,2023-05-09,120586,Lumpsum,100000,West Bengal,Kolkata,T30,36-45,Female,6.5,Mandate,Verified
INV000014,2026-02-12,120760,SIP,2000,West Bengal,Kolkata,T30,36-45,Male,6.5,Cheque,Pending
INV000014,2024-09-25,118650,SIP,1000,West Bengal,Kolkata,T30,36-45,Female,6.5,UPI,Verified
INV000014,2024-01-05,119100,Redemption,25000,West Bengal,Kolkata,T30,36-45,Male,6.5,UPI,Verified
INV000014,2022-08-15,118989,Lumpsum,10000,West Bengal,Kolkata,T30,36-45,Male,6.5,Mandate,Verified
INV000014,2024-12-16,118560,SIP,10000,West Bengal,Kolkata,T30,36-45,Female,6.5,UPI,Verified
INV000014,2025-02-09,118834,Lumpsum,500000,West Bengal,Kolkata,T30,36-45,Male,6.5,UPI,Verified
INV000015,2025-04-10,120045,Lumpsum,50000,Rajasthan,Jaipur,T30,46-55,Male,25.2,Net Banking,Verified
INV000015,2023-08-03,119440,SIP,2000,Rajasthan,Jaipur,T30,46-55,Male,25.2,Mandate,Pending
INV000015,2023-03-22,119775,SIP,500,Rajasthan,Jaipur,T30,46-55,Male,25.2,Cheque,Verified
INV000016,2025-07-11,120503,SIP,1000,Gujarat,Ahmedabad,T30,26-35,Female,3.3,Mandate,Verified
INV000016,2023-03-26,120586,SIP,5000,Gujarat,Ahmedabad,T30,26-35,Female,3.3,UPI,Verified
INV000016,2026-05-01,122639,SIP,1000,Gujarat,Ahmedabad,T30,26-35,Male,3.3,UPI,Verified
INV000016,2025-12-19,125354,SIP,25000,Gujarat,Ahmedabad,T30,26-35,Female,3.3,Net Banking,Verified
INV000016,2024-02-14,120200,SIP,25000,Gujarat,Ahmedabad,T30,26-35,Male,3.3,Cheque,Pending
INV000017,2024-09-14,118989,Lumpsum,500000,Rajasthan,Jodhpur,B30,26-35,Female,29.4,Mandate,Verified
INV000017,2025-02-06,120200,Lumpsum,10000,Rajasthan,Jodhpur,B30,26-35,Male,29.4,Mandate,Pending
INV000017,2025-04-14,119660,Lumpsum,500000,Rajasthan,Jodhpur,B30,26-35,Male,29.4,UPI,Verified
INV000017,2025-07-20,125497,SIP,2000,Rajasthan,Jodhpur,B30,26-35,Female,29.4,UPI,Verified
INV000017,2022-04-16,120586,SIP,5000,Rajasthan,Jodhpur,B30,26-35,Male,29.4,Net Banking,Verified
INV000017,2022-05-26,118430,SIP,10000,Rajasthan,Jodhpur,B30,26-35,Female,29.4,Mandate,Verified
INV000017,2025-04-23,119440,SIP,500,Rajasthan,Jodhpur,B30,26-35,Female,29.4,Net Banking,Pending
INV000017,2024-10-06,120310,Redemption,100000,Rajasthan,Jodhpur,B30,26-35,Male,29.4,Mandate,Verified
INV000017,2022-10-11,118825,Redemption,100000,Rajasthan,Jodhpur,B30,26-35,Male,29.4,Net Banking,Pending
INV000017,2025-12-29,120125,SIP,2000,Rajasthan,Jodhpur,B30,26-35,Male,29.4,UPI,Verified
INV000017,2026-03-28,119830,SIP,500,Rajasthan,Jodhpur,B30,26-35,Male,29.4,UPI,Pending
INV000018,2022-02-28,118560,SIP,10000,Karnataka,Bengaluru,T30,26-35,Female,11.7,UPI,Verified
INV000018,2025-02-23,120503,SIP,10000,Karnataka,Bengaluru,T30,26-35,Female,11.7,UPI,Verified
INV000018,2023-07-10,119440,SIP,500,Karnataka,Bengaluru,T30,26-35,Female,11.7,UPI,Verified
INV000018,2024-10-18,118550,Lumpsum,25000,Karnataka,Bengaluru,T30,26-35,Male,11.7,UPI,Verified
INV000018,2024-08-10,120760,Lumpsum,10000,Karnataka,Bengaluru,T30,26-35,Female,11.7,UPI,Verified
INV000019,2022-06-30,119092,Lumpsum,200000,West Bengal,Kolkata,T30,18-25,Female,13.5,UPI,Pending
INV000019,2022-05-20,118721,SIP,25000,West Bengal,Kolkata,T30,18-25,Female,13.5,UPI,Verified
INV000019,2022-10-05,119660,SIP,2000,West Bengal,Kolkata,T30,18-25,Male,13.5,UPI,Verified
INV000019,2025-01-01,120200,SIP,5000,West Bengal,Kolkata,T30,18-25,Male,13.5,UPI,Verified
INV000019,2026-04-22,118989,Redemption,50000,West Bengal,Kolkata,T30,18-25,Female,13.5,UPI,Verified
INV000019,2023-06-01,120716,SIP,10000,West Bengal,Kolkata,T30,18-25,Male,13.5,Net Banking,Verified
INV000019,2026-01-20,118834,Redemption,25000,West Bengal,Kolkata,T30,18-25,Male,13.5,UPI,Verified
INV000019,2024-02-14,119551,Redemption,10000,West Bengal,Kolkata,T30,18-25,Female,13.5,Mandate,Verified
INV000019,2023-10-04,120594,SIP,2000,West Bengal,Kolkata,T30,18-25,Female,13.5,UPI,Verified
INV000019,2024-10-11,120900,SIP,500,West Bengal,Kolkata,T30,18-25,Female,13.5,Mandate,Pending
INV000019,2025-09-15,120586,SIP,5000,West Bengal,Kolkata,T30,18-25,Male,13.5,Mandate,Verified
INV000019,2022-07-31,118430,SIP,500,West Bengal,Kolkata,T30,18-25,Female,13.5,UPI,Verified
INV000019,2022-01-31,120594,Lumpsum,25000,West Bengal,Kolkata,T30,18-25,Male,13.5,UPI,Verified
INV000019,2022-10-16,119660,SIP,2000,West Bengal,Kolkata,T30,18-25,Male,13.5,UPI,Verified
INV000019,2023-08-05,120900,Lumpsum,25000,West Bengal,Kolkata,T30,18-25,Male,13.5,Net Banking,Verified
INV000019,2024-09-04,120760,SIP,10000,West Bengal,Kolkata,T30,18-25,Male,13.5,Mandate,Pending
INV000019,2025-01-04,120586,SIP,10000,West Bengal,Kolkata,T30,18-25,Female,13.5,UPI,Verified
INV000019,2023-08-04,119440,Lumpsum,10000,West Bengal,Kolkata,T30,18-25,Male,13.5,UPI,Pending
INV000019,2025-02-14,119350,SIP,2500,West Bengal,Kolkata,T30,18-25,Female,13.5,Mandate,Verified
INV000019,2024-10-14,119775,Lumpsum,200000,West Bengal,Kolkata,T30,18-25,Male,13.5,UPI,Pending
INV000019,2025-10-02,118825,SIP,5000,West Bengal,Kolkata,T30,18-25,Female,13.5,Mandate,Verified
INV000019,2024-05-19,118550,Redemption,10000,West Bengal,Kolkata,T30,18-25,Female,13.5,Mandate,Verified
INV000019,2023-03-11,125354,SIP,2000,West Bengal,Kolkata,T30,18-25,Female,13.5,UPI,Verified
INV000019,2024-05-28,118430,SIP,1000,West Bengal,Kolkata,T30,18-25,Male,13.5,Net Banking,Verified
INV000020,2023-03-29,120586,Redemption,50000,Hyderabad,Hyderabad,T30,36-45,Male,8.3,Mandate,Verified
INV000020,2025-10-24,125497,SIP,25000,Hyderabad,Hyderabad,T30,36-45,Male,8.3,UPI,Verified
INV000020,2024-12-17,119775,Redemption,5000,Hyderabad,Hyderabad,T30,36-45,Male,8.3,Net Banking,Verified
INV000020,2024-05-01,119440,Redemption,10000,Hyderabad,Hyderabad,T30,36-45,Male,8.3,Net Banking,Verified
INV000020,2025-12-31,119092,SIP,500,Hyderabad,Hyderabad,T30,36-45,Female,8.3,Net Banking,Verified
INV000020,2023-04-14,119775,SIP,500,Hyderabad,Hyderabad,T30,36-45,Female,8.3,Net Banking,Verified
INV000020,2023-09-09,120125,SIP,500,Hyderabad,Hyderabad,T30,36-45,Female,8.3,UPI,Verified
INV000020,2023-04-13,120465,SIP,25000,Hyderabad,Hyderabad,T30,36-45,Female,8.3,Net Banking,Verified
INV000020,2026-04-01,120465,SIP,10000,Hyderabad,Hyderabad,T30,36-45,Male,8.3,UPI,Verified
INV000020,2025-09-17,122639,SIP,2500,Hyderabad,Hyderabad,T30,36-45,Female,8.3,Mandate,Verified
