amfi_code,date,nav,daily_return,nav_52w_high,nav_52w_low,rolling_30d_vol
118430,2022-02-21,21.2741,-0.0390841666892507,22.1394,18.887,0.3075771881518558
118430,2022-02-22,21.6543,0.0178714963265189,22.1394,18.887,0.3101680431751641
118430,2022-02-23,22.2015,0.0252698078441695,22.2015,18.887,0.312279626650949
118430,2022-02-24,22.3909,0.0085309551156453,22.3909,18.887,0.3123075125805734
118430,2022-02-25,22.1598,-0.0103211572558493,22.3909,18.887,0.315206249325197
118430,2022-02-28,21.7627,-0.017919836821632,22.3909,18.887,0.3220604895200179
118430,2022-03-01,22.5963,0.0383040707265183,22.5963,18.887,0.3308795929556833
118430,2022-03-02,22.2808,-0.0139624628810911,22.5963,18.887,0.3351604086311128
118430,2022-03-03,22.8333,0.0247971347527917,22.8333,18.887,0.3297446472768623
118430,2022-03-04,22.9877,0.0067620536672314,22.9877,18.887,0.3296463101710503
118430,2022-03-07,23.752,0.033248215349948,23.752,18.887,0.3370625990610241
118430,2022-03-08,23.6434,-0.004572246547659,23.752,18.887,0.3241254597252714
118430,2022-03-09,23.0474,-0.0252078804232893,23.752,18.887,0.3345988853931363
118430,2022-03-10,23.0601,0.000551038294992,23.752,18.887,0.3296504357220305
118430,2022-03-11,22.5236,-0.0232652937324643,23.752,18.887,0.3220463793302693
118430,2022-03-14,23.4999,0.0433456463442789,23.752,18.887,0.3415298482313228
118430,2022-03-15,23.7487,0.0105872790948047,23.752,18.887,0.3390424915882684
118430,2022-03-16,24.0567,0.0129691309419042,24.0567,18.887,0.3378889015444278
118430,2022-03-17,24.3688,0.0129735167333839,24.3688,18.887,0.3386710718615106
118430,2022-03-18,24.111,-0.0105791011457273,24.3688,18.887,0.3401852202710597
118430,2022-03-21,24.0725,-0.0015967815519887,24.3688,18.887,0.3115564904715923
118430,2022-03-22,24.1274,0.0022806106553121,24.3688,18.887,0.3103062866155255
118430,2022-03-23,24.8903,0.0316196523454661,24.8903,18.887,0.3167318921953162
118430,2022-03-24,24.4423,-0.0179989795221431,24.8903,18.887,0.3226702937707022
118430,2022-03-25,24.17,-0.0111405227822257,24.8903,18.887,0.319538277558466
118430,2022-03-28,24.0421,-0.0052916839056681,24.8903,18.887,0.3208709134231761
118430,2022-03-29,23.7954,-0.0102611668697826,24.8903,18.887,0.32352354801239
118430,2022-03-30,23.2522,-0.0228279415349186,24.8903,18.887,0.3325271500272579
118430,2022-03-31,22.2579,-0.0427615451441153,24.8903,18.887,0.35663959362546
118430,2022-04-01,21.6188,-0.02871340063528,24.8903,18.887,0.3586851460486156
118430,2022-04-04,22.0101,0.0180999870483098,24.8903,18.887,0.3432545241470817
118430,2022-04-05,22.0186,0.0003861863417249,24.8903,18.887,0.3396677775647409
118430,2022-04-06,22.3243,0.0138837164942366,24.8903,18.887,0.3340905174970198
118430,2022-04-07,22.1278,-0.0088020677020108,24.8903,18.887,0.3342004924303384
118430,2022-04-08,22.1044,-0.0010574932889849,24.8903,18.887,0.3328336020150789
118430,2022-04-11,22.6863,0.026325075550569,24.8903,18.887,0.3366661321873458
118430,2022-04-12,23.2616,0.025358917055668,24.8903,18.887,0.3263354704237363
118430,2022-04-13,23.6242,0.0155879217250747,24.8903,18.887,0.3256648189532312
118430,2022-04-14,23.7129,0.0037546244952211,24.8903,18.887,0.3185863618074319
118430,2022-04-15,23.9216,0.0088011166917585,24.8903,18.887,0.3189361302940552
118430,2022-04-18,24.0758,0.0064460571199249,24.8903,18.887,0.3049210439758567
118430,2022-04-19,24.024,-0.0021515380589637,24.8903,18.887,0.3046427641320411
118430,2022-04-20,23.8809,-0.0059565434565435,24.8903,18.887,0.2953789585316307
118430,2022-04-21,24.3221,0.0184750155982396,24.8903,18.887,0.2994959384050013
118430,2022-04-22,23.8304,-0.0202161819908641,24.8903,18.887,0.297388188013152
118430,2022-04-25,24.4098,0.0243134819390358,24.8903,18.887,0.2789689126624728
118430,2022-04-26,24.3149,-0.0038877827757703,24.8903,18.887,0.2779869176360391
118430,2022-04-27,23.8162,-0.0205100576189909,24.8903,18.887,0.2822934151650491
118430,2022-04-28,23.6206,-0.0082128971036521,24.8903,18.887,0.2803859146891656
118430,2022-04-29,23.3023,-0.0134755256005351,24.8903,18.887,0.2813797639416376
118430,2022-05-02,23.0997,-0.0086944207224179,24.8903,18.887,0.2822645599490301
118430,2022-05-03,22.8921,-0.008987129702983,24.8903,18.887,0.2829382875899211
118430,2022-05-04,22.6718,-0.0096234072016109,24.8903,18.887,0.2655820941029708
118430,2022-05-05,22.5718,-0.0044107657971577,24.8903,18.887,0.2617937569185492
118430,2022-05-06,22.56,-0.0005227762074802,24.8903,18.887,0.2605607663745141
118430,2022-05-09,22.8474,0.0127393617021276,24.8903,18.887,0.263899457386799
118430,2022-05-10,22.7696,-0.0034052014671253,24.8903,18.887,0.2626811760694649
118430,2022-05-11,22.9002,0.0057357177991708,24.8903,18.887,0.2553140812553641
118430,2022-05-12,22.9147,0.0006331822429497,24.8903,18.887,0.2214553721261031
118430,2022-05-13,23.1248,0.0091687868486167,24.8903,18.887,0.2036975696739154
118430,2022-05-16,23.154,0.001262713623469,24.8903,18.887,0.1981373518183822
118430,2022-05-17,22.9263,-0.0098341539258874,24.8903,18.887,0.2009497233855252
118430,2022-05-18,22.6013,-0.0141758591661106,24.8903,18.887,0.2022836562334898
118430,2022-05-19,22.689,0.0038803077699072,24.8903,18.887,0.2005538402293097
118430,2022-05-20,23.1629,0.0208867733262814,24.8903,18.887,0.2086042785189276
118430,2022-05-23,23.09,-0.0031472743050309,24.8903,18.887,0.1953714842701473
118430,2022-05-24,22.843,-0.0106972715461238,24.8903,18.887,0.1833411578255328
118430,2022-05-25,22.7611,-0.0035853434312481,24.8903,18.887,0.1769959298741061
118430,2022-05-26,22.5684,-0.0084661989095429,24.8903,18.887,0.1775782806515208
118430,2022-05-27,22.3392,-0.010155793055777,24.8903,18.887,0.1764374472675901
118430,2022-05-30,21.8348,-0.0225791433891993,24.8903,18.887,0.1839450803525671
118430,2022-05-31,21.7606,-0.0033982450033891,24.8903,18.887,0.1839196034742798
118430,2022-06-01,21.854,0.0042921610617354,24.8903,18.887,0.1849939625846716
118430,2022-06-02,21.4869,-0.0167978402123181,24.8903,18.887,0.1777041906663041
118430,2022-06-03,21.196,-0.0135384815864548,24.8903,18.887,0.1734319364309681
118430,2022-06-06,20.8855,-0.0146489903755425,24.8903,18.887,0.1541646598852264
118430,2022-06-07,20.4328,-0.0216753249862344,24.8903,18.887,0.1613624114466366
118430,2022-06-08,20.131,-0.0147703692102892,24.8903,18.887,0.1576082586140617
118430,2022-06-09,20.0776,-0.0026526253042571,24.8903,18.887,0.1576127592662757
118430,2022-06-10,19.6569,-0.0209536996453759,24.8903,18.887,0.162379043533301
118430,2022-06-13,19.6238,-0.0016838870829073,24.8903,18.887,0.1624908224152777
118430,2022-06-14,19.413,-0.0107420581131074,24.8903,18.887,0.1629093212866165
118430,2022-06-15,19.1345,-0.0143460567660846,24.8903,18.887,0.1645328819461292
118430,2022-06-16,19.2598,0.0065483811962685,24.8903,18.887,0.1682374055202664
118430,2022-06-17,19.0725,-0.0097249192618821,24.8903,18.887,0.1681183028112755
118430,2022-06-20,18.9389,-0.0070048499147988,24.8903,18.887,0.1589660045310817
118430,2022-06-21,19.342,0.021284235092851,24.8903,18.887,0.1777180369570863
118430,2022-06-22,19.0672,-0.0142074242580911,24.8903,18.887,0.17628917805316
118430,2022-06-23,19.5548,0.0255727112528321,24.8903,18.887,0.1979634321205942
118430,2022-06-24,19.4561,-0.0050473541023176,24.8903,18.887,0.1932304535346672
118430,2022-06-27,19.1124,-0.0176654108480115,24.8903,18.887,0.1951073410981681
118430,2022-06-28,18.9529,-0.0083453674054541,24.8903,18.887,0.1949207001912122
118430,2022-06-29,18.9835,0.001614528647331,24.8903,18.887,0.1947148070621059
118430,2022-06-30,19.3744,0.0205915663602602,24.8903,18.887,0.2074835164453414
118430,2022-07-01,19.632,0.0132958956148319,24.8903,18.887,0.2002402512450115
118430,2022-07-04,19.6622,0.0015383048084758,24.8903,18.887,0.201160989519652
118430,2022-07-05,20.0687,0.0206741870187467,24.8903,18.887,0.2139415472350394
118430,2022-07-06,19.4751,-0.0295783982021754,24.8903,18.887,0.226185746392992
118430,2022-07-07,19.5628,0.0045031861197117,24.8903,18.887,0.2276201846576808
118430,2022-07-08,19.6699,0.0054746764266873,24.8903,18.887,0.2288415391309757
118430,2022-07-11,19.7815,0.005673643485732,24.8903,18.887,0.2236422738952649
118430,2022-07-12,19.282,-0.0252508657078583,24.8903,18.887,0.2326070508245057
118430,2022-07-13,18.9783,-0.0157504408256404,24.8903,18.887,0.2337096459169364
118430,2022-07-14,18.9375,-0.0021498237460678,24.8903,18.887,0.2308982938652671
118430,2022-07-15,19.2851,0.0183551155115511,24.8903,18.887,0.2379626546824754
118430,2022-07-18,19.886,0.0311587702423112,24.8903,18.887,0.254964623578901
118430,2022-07-19,19.6848,-0.0101176707231217,24.8903,18.887,0.2491551599423298
118430,2022-07-20,19.2824,-0.0204421685767699,24.8903,18.887,0.2523761304666868
118430,2022-07-21,19.5441,0.013571961996432,24.8903,18.887,0.2559825237849187
118430,2022-07-22,20.3717,0.0423452602064049,24.8903,18.887,0.2774560189007254
118430,2022-07-25,20.743,0.0182262648674385,24.8903,18.887,0.2815421950905764
118430,2022-07-26,20.5052,-0.0114641083739093,24.8903,18.887,0.2818338288846876
118430,2022-07-27,21.4545,0.0462955738056689,24.8903,18.887,0.3051502312116642
118430,2022-07-28,21.7013,0.0115034142021488,24.8903,18.887,0.305847066025747
118430,2022-07-29,21.4379,-0.012137521715289,24.8903,18.887,0.306877319979718
118430,2022-08-01,22.1124,0.0314629697871526,24.8903,18.887,0.3149451459443145
118430,2022-08-02,21.816,-0.0134042437727248,24.8903,18.887,0.3157557663467158
118430,2022-08-03,21.6105,-0.0094196919691968,24.8903,18.887,0.3136268357395518
118430,2022-08-04,21.8729,0.0121422456676154,24.8903,18.887,0.3081036728395906
118430,2022-08-05,21.8754,0.0001142966867675,24.8903,18.887,0.3071597036943512
118430,2022-08-08,21.8997,0.0011108368304122,24.8903,18.887,0.30034651938656
118430,2022-08-09,21.9245,0.0011324356041406,24.8903,18.887,0.2980109695031709
118430,2022-08-10,22.3268,0.018349335218591,24.8903,18.887,0.3002798457977924
118430,2022-08-11,21.508,-0.0366734149094362,24.8903,18.887,0.3206048316505431
118430,2022-08-12,21.617,0.0050678817184304,24.8903,18.887,0.319345833056291
118430,2022-08-15,21.5277,-0.0041310080029607,24.8903,18.887,0.3200565600437103
118430,2022-08-16,21.2796,-0.0115246867988684,24.8903,18.887,0.3184000356487209
118430,2022-08-17,21.0335,-0.0115650670125377,24.8903,18.887,0.3068744571827262
118430,2022-08-18,20.1569,-0.0416763734043311,24.8903,18.887,0.332681782011808
118430,2022-08-19,19.9098,-0.0122588294827081,24.8903,18.887,0.3346702705986056
118430,2022-08-22,20.3311,0.0211604335553345,24.8903,18.887,0.3396756394042399
118430,2022-08-23,20.6123,0.0138310273423474,24.8903,18.887,0.3320969349197898
118430,2022-08-24,20.5598,-0.0025470228940973,24.8903,18.887,0.3279928692986737
118430,2022-08-25,20.1062,-0.0220624714248192,24.8903,18.887,0.335633327776998
118430,2022-08-26,20.3809,0.0136624523778734,24.8903,18.887,0.3339435138145533
118430,2022-08-29,20.8186,0.02147598977474,24.8903,18.887,0.3277324831319211
118430,2022-08-30,21.1738,0.0170616660102023,24.8903,18.887,0.3286570207025725
118430,2022-08-31,20.8566,-0.0149807781314643,24.8903,18.887,0.3256917409009912
118430,2022-09-01,20.5787,-0.0133243194000939,24.8903,18.887,0.3273025231754174
118430,2022-09-02,21.1345,0.0270085087979317,24.8903,18.887,0.3135749549351858
118430,2022-09-05,20.7365,-0.0188317679623364,24.8903,18.887,0.3147021934281216
118430,2022-09-06,20.9059,0.0081691703035708,24.8903,18.887,0.3135323196376749
118430,2022-09-07,20.322,-0.0279299145217378,24.8903,18.887,0.2931491240887617
118430,2022-09-08,20.2349,-0.0042859954728865,24.8903,18.887,0.2905576893361171
118430,2022-09-09,20.4348,0.0098789714799678,24.8903,18.887,0.2909988922566716
118430,2022-09-12,20.4355,3.4255289995677174e-05,24.8903,18.887,0.2738786854165658
118430,2022-09-13,20.6173,0.0088962834283476,24.8903,18.887,0.2737759861905447
118430,2022-09-14,20.2235,-0.0191004641732912,24.8903,18.887,0.2775483036274705
118430,2022-09-15,19.9686,-0.0126041486389597,24.8903,18.887,0.2758062813328091
118430,2022-09-16,20.1328,0.0082229099686508,24.8903,18.887,0.2775680719058536
118430,2022-09-19,20.3677,0.0116675276166255,24.8903,18.887,0.2804703842366584
118430,2022-09-20,20.4498,0.004030892049667,24.8903,18.887,0.2809007351130176
118430,2022-09-21,20.7703,0.0156725249146689,24.8903,18.887,0.2793045236411661
118430,2022-09-22,20.2302,-0.0260034761173405,24.8903,18.887,0.2694159480514794
118430,2022-09-23,20.0898,-0.0069401192276892,24.8903,18.887,0.2689649280788455
118430,2022-09-26,20.686,0.0296767513862756,24.8903,18.887,0.2843714039560677
118430,2022-09-27,21.1215,0.0210528860098617,24.8903,18.887,0.2896913055461962
118430,2022-09-28,21.3465,0.010652652510475,24.8903,18.887,0.2891980118276442
118430,2022-09-29,21.3045,-0.0019675356615838,24.8903,18.887,0.2601308926748426
118430,2022-09-30,21.6682,0.0170715107136989,24.8903,18.887,0.2600723276429318
118430,2022-10-03,21.8282,0.0073840928180466,24.8903,18.887,0.2547018126644245
118430,2022-10-04,21.3094,-0.0237674201262586,24.8903,18.887,0.2633262978759765
118430,2022-10-05,21.6599,0.0164481402573513,24.8903,18.887,0.2666844627302012
118430,2022-10-06,21.371,-0.0133380117175057,24.8903,18.887,0.2610179352066109
118430,2022-10-07,21.6418,0.0126713770998081,24.8903,18.887,0.2606541838934216
118430,2022-10-10,21.0934,-0.0253398515835097,24.8903,18.887,0.2657318707476572
118430,2022-10-11,21.6439,0.0260982108147571,24.8903,18.887,0.2718251466155743
118430,2022-10-12,21.5599,-0.0038810011134776,24.8903,18.887,0.2680770879214942
118430,2022-10-13,21.1883,-0.0172357014642924,24.8903,18.887,0.2701557963978875
118430,2022-10-14,20.9659,-0.0104963588395482,24.8903,18.887,0.260617083465197
118430,2022-10-17,20.8637,-0.0048745820594393,24.8903,18.887,0.2549956022117625
118430,2022-10-18,20.8725,0.0004217852058838,24.8903,18.887,0.2539119520145686
118430,2022-10-19,21.3235,0.0216073781291172,24.8903,18.887,0.2469375246234104
118430,2022-10-20,21.3584,0.0016366919126784,24.8903,18.887,0.2462811486864925
118430,2022-10-21,20.6276,-0.0342160461457786,24.8903,18.887,0.2662465440655674
118430,2022-10-24,20.2323,-0.0191636448253796,24.8903,18.887,0.2722528658978106
118430,2022-10-25,21.1354,0.0446365465122602,24.8903,18.887,0.3008250518723908
118430,2022-10-26,21.1921,0.0026827029533389,24.8903,18.887,0.2947400664709815
118430,2022-10-27,21.5254,0.0157275588544787,24.8903,18.887,0.2942071895016568
118430,2022-10-28,21.4303,-0.0044180363663394,24.8903,18.887,0.2944155110444001
118430,2022-10-31,21.0969,-0.0155574117021225,24.8903,18.887,0.2974064572896508
118430,2022-11-01,20.9454,-0.0071811498371799,24.8903,18.887,0.2982996717220845
118430,2022-11-02,20.9992,0.0025685830779071,24.8903,18.887,0.2950872240738812
118430,2022-11-03,20.8554,-0.0068478799192349,24.8903,18.887,0.2851750775181683
118430,2022-11-04,21.5063,0.0312101422173634,24.8903,18.887,0.2969394886151857
118430,2022-11-07,21.3053,-0.0093460985850657,24.8903,18.887,0.2872179439547187
118430,2022-11-08,20.9568,-0.0163574321882347,24.8903,18.887,0.2851392641311117
118430,2022-11-09,21.2388,0.0134562528630324,24.8903,18.887,0.2861723640321107
118430,2022-11-10,21.5664,0.0154246002599016,24.8903,18.887,0.2895591361718695
118430,2022-11-11,21.5879,0.0009969211365827,24.8903,18.887,0.2853144610289379
118430,2022-11-14,21.3911,-0.0091162178813131,24.8903,18.887,0.2856272394825496
118430,2022-11-15,20.7516,-0.029895610791404,24.8903,18.887,0.2904728802463708
118430,2022-11-16,21.1676,0.020046647005532,24.8903,18.887,0.2925014851262222
118430,2022-11-17,21.4727,0.0144135376707799,24.8903,18.887,0.2930598366685628
118430,2022-11-18,21.3326,-0.0065245637483875,24.8903,18.887,0.2913066496487136
118430,2022-11-21,21.364,0.0014719255974424,24.8903,18.887,0.2814931592012455
118430,2022-11-22,21.2975,-0.0031127129750984,24.8903,18.887,0.2710153396127473
118430,2022-11-23,21.8635,0.0265758891888718,24.8903,18.887,0.2817754822084737
118430,2022-11-24,21.5117,-0.0160907448487203,24.8903,18.887,0.2811639653888181
118430,2022-11-25,21.3094,-0.0094041846994891,24.8903,18.887,0.2808051114932189
118430,2022-11-28,21.076,-0.0109529127990464,24.8903,18.887,0.2824003084848641
118430,2022-11-29,21.1915,0.0054801670146138,24.8903,18.887,0.2827700338165977
118430,2022-11-30,21.2214,0.0014109430667954,24.8903,18.887,0.2757392096591835
118430,2022-12-01,21.3003,0.0037179450931608,24.8903,18.887,0.275913455371172
118430,2022-12-02,21.0112,-0.0135725787899702,24.8903,18.887,0.2596395425352769
118430,2022-12-05,21.5212,0.0242727688090163,24.8903,18.887,0.2612163937929945
118430,2022-12-06,21.376,-0.0067468356783078,24.8903,18.887,0.2291451294133498
118430,2022-12-07,21.7932,0.0195172155688621,24.8903,18.887,0.2356547643226777
118430,2022-12-08,22.899,0.0507405979846926,24.8903,18.887,0.2734390739639131
118430,2022-12-09,22.5908,-0.013459103017599,24.8903,18.887,0.2765797673051074
118430,2022-12-12,22.7262,0.0059935903110999,24.8903,18.887,0.2717672786850846
118430,2022-12-13,22.6901,-0.0015884749760187,24.8903,18.887,0.2704944689427677
118430,2022-12-14,23.4391,0.0330099911415109,24.8903,18.887,0.2842955382548633
118430,2022-12-15,23.3459,-0.0039762618871884,24.8903,18.887,0.2834794807863369
118430,2022-12-16,23.4509,0.004497577733135,24.8903,18.887,0.2714500325533863
118430,2022-12-19,23.5481,0.0041448302623781,24.8903,18.887,0.2689095758245396
118430,2022-12-20,23.5224,-0.0010913831689181,24.8903,18.887,0.2626920140449185
118430,2022-12-21,23.8189,0.0126050062918749,24.8903,18.887,0.2624368626764444
118430,2022-12-22,23.8668,0.0020110080650241,24.8903,18.887,0.2602148488349652
118430,2022-12-23,24.0631,0.0082248143865117,24.8903,18.887,0.2604507778902317
118430,2022-12-26,24.1577,0.003931330543446,24.8903,18.887,0.257577801239977
118430,2022-12-27,23.9365,-0.0091565008258236,24.8903,18.9375,0.2401547911873913
118430,2022-12-28,23.8459,-0.0037850145175777,24.8903,18.9375,0.2369878773298035
118430,2022-12-29,24.0701,0.0094020355700561,24.8903,18.9375,0.2355306034470217
118430,2022-12-30,24.2948,0.0093352333392882,24.8903,18.9375,0.2338999295043358
118430,2023-01-02,24.7913,0.0204364720022391,24.8903,18.9375,0.2382220728532345
118430,2023-01-03,25.5416,0.030264649292292,25.5416,18.9375,0.2477013036209541
118430,2023-01-04,25.3418,-0.0078225326526137,25.5416,18.9375,0.2431236231446611
118430,2023-01-05,25.4096,0.0026754216354007,25.5416,18.9375,0.2348915573088347
118430,2023-01-06,25.3441,-0.0025777658837604,25.5416,18.9375,0.2318987778658658
118430,2023-01-09,24.9081,-0.0172032149494359,25.5416,18.9375,0.2365071970309236
118430,2023-01-10,25.146,0.0095511098799185,25.5416,18.9375,0.2367700090605151
118430,2023-01-11,25.4719,0.0129603117792094,25.5416,18.9375,0.2372644511354439
118430,2023-01-12,25.0461,-0.0167164600991681,25.5416,18.9375,0.2463475757636849
118430,2023-01-13,24.909,-0.00547390611712,25.5416,18.9375,0.2419700394371773
118430,2023-01-16,24.7337,-0.0070376169256092,25.5416,18.9375,0.2381846366856665
118430,2023-01-17,24.1495,-0.0236195959359092,25.5416,18.9375,0.2499924762005655
118430,2023-01-18,24.1479,-6.625395970927261e-05,25.5416,18.9375,0.2459720018508556
118430,2023-01-19,23.7179,-0.0178069314515961,25.5416,18.9375,0.209145278070828
118430,2023-01-20,23.7904,0.0030567630355133,25.5416,18.9375,0.2044736561054438
118430,2023-01-23,23.9051,0.0048212724460285,25.5416,18.9375,0.204293173949082
118430,2023-01-24,24.0678,0.0068060790375275,25.5416,18.9375,0.2045436897757559
118430,2023-01-25,24.2502,0.0075785904818888,25.5416,18.9375,0.1832640254097096
118430,2023-01-26,24.8567,0.0250101030094598,25.5416,18.9375,0.195029155750632
118430,2023-01-27,24.5479,-0.012423209838796,25.5416,18.9375,0.1993878370672803
118430,2023-01-30,24.2627,-0.0116181017520846,25.5416,18.9375,0.2028443263440831
118430,2023-01-31,24.5295,0.0109963029671058,25.5416,18.9375,0.2047386295941284
118430,2023-02-01,24.4904,-0.0015939990623533,25.5416,18.9375,0.2021529257985465
118430,2023-02-02,24.944,0.0185215431352692,25.5416,18.9375,0.2084327059967929
118430,2023-02-03,25.181,0.0095012828736369,25.5416,18.9375,0.2088200859245271
118430,2023-02-06,25.9668,0.0312060680671935,25.9668,18.9375,0.2257445518640709
118430,2023-02-07,25.9422,-0.0009473635565414,25.9668,18.9375,0.2232993478678306
118430,2023-02-08,25.3405,-0.0231938694482349,25.9668,18.9375,0.2350355772544729
118430,2023-02-09,25.4916,0.0059627868431957,25.9668,18.9375,0.2343217080434738
118430,2023-02-10,25.4756,-0.0006276577382352,25.9668,18.9375,0.2333960661039563
118430,2023-02-13,25.7066,0.0090674998822404,25.9668,18.9375,0.2277167287097133
118430,2023-02-14,25.9924,0.0111177674215958,25.9924,18.9375,0.2128353747562552
118430,2023-02-15,25.7835,-0.0080369646512057,25.9924,18.9375,0.2129106208997044
118430,2023-02-16,25.3805,-0.0156301510656039,25.9924,18.9375,0.2179575501668528
118430,2023-02-17,25.3343,-0.0018202951084494,25.9924,18.9375,0.2178891541162258
118430,2023-02-20,24.3822,-0.0375814607074203,25.9924,18.9375,0.2389232319516366
118430,2023-02-21,24.4262,0.0018045951554823,25.9924,18.9375,0.2371109114124917
118430,2023-02-22,24.2796,-0.006001752216882,25.9924,18.9375,0.2338538536698813
118430,2023-02-23,24.6269,0.0143041895253628,25.9924,18.9375,0.2335866846377087
118430,2023-02-24,23.8571,-0.0312585018820883,25.9924,18.9375,0.2497907032618855
118430,2023-02-27,23.8718,0.0006161687715606,25.9924,18.9375,0.2492519285296018
118430,2023-02-28,24.4862,0.0257374810445798,25.9924,18.9375,0.2514757961571275
118430,2023-03-01,24.7634,0.0113206622505737,25.9924,18.9375,0.2533785140838588
118430,2023-03-02,25.1647,0.0162053675989564,25.9924,18.9375,0.2506452069885745
118430,2023-03-03,25.3145,0.0059527830651666,25.9924,18.9375,0.2508820249754926
118430,2023-03-06,24.6546,-0.0260680637579253,25.9924,18.9375,0.263715451144758
118430,2023-03-07,24.733,0.0031799339676978,25.9924,18.9375,0.2632502639110577
118430,2023-03-08,24.9074,0.0070513079691101,25.9924,18.9375,0.2631409194027933
118430,2023-03-09,24.4906,-0.0167339826718163,25.9924,18.9375,0.2578372230145568
118430,2023-03-10,24.4536,-0.0015107837292674,25.9924,18.9375,0.2553306093744723
118430,2023-03-13,23.3312,-0.0458991723100076,25.9924,18.9375,0.286331357736995
118430,2023-03-14,23.2185,-0.0048304416403786,25.9924,18.9375,0.2841656035745959
118430,2023-03-15,23.0684,-0.0064646725671339,25.9924,18.9375,0.2845042952614358
118430,2023-03-16,23.5978,0.0229491425499817,25.9924,18.9375,0.2875304978051582
118430,2023-03-17,23.3822,-0.0091364449228317,25.9924,18.9375,0.2862995819862421
118430,2023-03-20,23.2946,-0.0037464395993533,25.9924,18.9375,0.2680874568864847
118430,2023-03-21,23.2771,-0.0007512470701364,25.9924,18.9375,0.2681041199579415
118430,2023-03-22,23.0693,-0.0089272289073811,25.9924,18.9375,0.2621039199969218
118430,2023-03-23,23.3469,0.0120333083361872,25.9924,18.9375,0.2644858084937553
118430,2023-03-24,22.6147,-0.0313617653735615,25.9924,18.9375,0.2770063859387168
118430,2023-03-27,23.0376,0.0187002259592212,25.9924,18.9375,0.2822560147660848
118430,2023-03-28,23.0451,0.000325554745286,25.9924,18.9375,0.279117234283061
118430,2023-03-29,23.5369,0.0213407622444683,25.9924,18.9375,0.2881313587972506
118430,2023-03-30,22.5145,-0.0434381758005514,25.9924,18.9375,0.3093225487002249
118430,2023-03-31,21.6485,-0.0384641009127452,25.9924,18.9375,0.3251134284400844
118430,2023-04-03,21.5585,-0.0041573319167609,25.9924,18.9375,0.3101119781784988
118430,2023-04-04,21.7441,0.0086091332884941,25.9924,18.9375,0.3118234915365683
118430,2023-04-05,21.5623,-0.0083608887008429,25.9924,18.9375,0.3120509567249711
118430,2023-04-06,21.7748,0.0098551638739836,25.9924,18.9375,0.3100731685458732
